dataset,qid,alpha,oracle_ndcg,bm25_ndcg,dense_ndcg,n_rel
nfcorpus,PLAIN-358,0.0,0.0938557452045513,0.0,0.0938557452045513,3
nfcorpus,PLAIN-371,0.5,0.36187439274194094,0.34189342829733743,0.13770577618809332,2
nfcorpus,PLAIN-383,0.0,0.3391602052736161,0.10209739512291163,0.3391602052736161,5
nfcorpus,PLAIN-395,0.0,0.0,0.0,0.0,3
nfcorpus,PLAIN-407,0.73,0.7664249539655531,0.7664249539655531,0.45819933371607996,3
nfcorpus,PLAIN-418,0.0,0.9072836011519267,0.7958830702855284,0.9072836011519267,3
nfcorpus,PLAIN-430,0.94,0.7195657899247482,0.7195657899247482,0.6278760013165626,8
nfcorpus,PLAIN-441,0.98,0.9503602927665527,0.9409185940596317,0.7188460618105419,5
nfcorpus,PLAIN-457,0.0,0.0,0.0,0.0,5
nfcorpus,PLAIN-468,0.62,0.6219303035471271,0.42324581486072277,0.5438103038215847,10
nfcorpus,PLAIN-478,0.0,0.0,0.0,0.0,1
nfcorpus,PLAIN-488,0.0,0.8212782271496053,0.8080962353137556,0.8212782271496053,15
nfcorpus,PLAIN-499,0.33,0.18450521613405396,0.1679500367242469,0.14411478777232992,34
nfcorpus,PLAIN-510,0.0,0.22815511157625268,0.0,0.22815511157625268,6
nfcorpus,PLAIN-520,0.0,0.0,0.0,0.0,1
nfcorpus,PLAIN-531,0.0,0.41865976603832183,0.2616477619779685,0.41865976603832183,308
nfcorpus,PLAIN-541,0.04,0.5499887725471476,0.24851772434733344,0.5274541611612878,6
nfcorpus,PLAIN-551,0.0,0.10380202288176846,0.0,0.10380202288176846,2
nfcorpus,PLAIN-561,0.0,0.23914373513018758,0.20056281031502377,0.23914373513018758,25
nfcorpus,PLAIN-571,0.81,0.2558209594125084,0.2558209594125084,0.20112881426068294,7
nfcorpus,PLAIN-583,0.87,0.0845592472372003,0.0845592472372003,0.0,44
nfcorpus,PLAIN-593,0.08,0.46927872602275644,0.46927872602275644,0.14126697285982898,3
nfcorpus,PLAIN-603,0.0,0.0,0.0,0.0,1
nfcorpus,PLAIN-613,0.0,0.13886244387355454,0.05780700008370542,0.13886244387355454,10
